,nonsense,arabic,english 
3271,يأتون 0000,يأتون ,They come
3272,بوضع 0000,بوضع ,In place
3273,ممتازة 0000,ممتازة ,Excellent
3274,شين 0000,شين ,Shin
3275,رؤيتها 0000,رؤيتها ,Seeing it
3276,الأبواب 0000,الأبواب ,the doors
3277,الجسر 0000,الجسر ,the bridge
3278,تنجح 0000,تنجح ,Succeed
3279,ويليام 0000,ويليام ,William
3280,متزوج 0000,متزوج ,married
3281,تشير 0000,تشير ,Indicate
3282,الوقوف 0000,الوقوف ,stand up
3283,إياها 0000,إياها ,Be careful
3284,وبعض 0000,وبعض ,And some
3285,تفكرين 0000,تفكرين ,You think
3286,قارب 0000,قارب ,boat
3287,سنتين 0000,سنتين ,Two years
3288,اتذكر 0000,اتذكر ,Remember
3289,كأنك 0000,كأنك ,As if you were
3290,ستموت 0000,ستموت ,you will die
3291,الفائدة 0000,الفائدة ,Benefit
3292,خلفك 0000,خلفك ,Behind you
3293,زعيم 0000,زعيم ,Leader
3294,افعلها 0000,افعلها ,Do it
3295,يريده 0000,يريده ,He wants it
3296,هارفي 0000,هارفي ,Harvey
3297,متأسف 0000,متأسف ,sorry
3298,تايلور 0000,تايلور ,Taylor
3299,تغيرت 0000,تغيرت ,Change
3300,صحيحة 0000,صحيحة ,correct
3301,إيدي 0000,إيدي ,Hands
3302,الحريق 0000,الحريق ,Fire
3303,وهكذا 0000,وهكذا ,And so on
3304,مجلة 0000,مجلة ,magazine
3305,سلاحك 0000,سلاحك ,Your weapon
3306,الملفات 0000,الملفات ,Files
3307,فعلوا 0000,فعلوا ,They did
3308,بالأعلى 0000,بالأعلى ,Above
3309,لعدم 0000,لعدم ,To not
3310,أغادر 0000,أغادر ,Go out
3311,طريقك 0000,طريقك ,Your way
3312,اطلب 0000,اطلب ,I request
3313,نمت 0000,نمت ,I slept
3314,حاله 0000,حاله ,status
3315,الأوامر 0000,الأوامر ,Orders
3316,لايمكنك 0000,لايمكنك ,You can not
3317,جنوب 0000,جنوب ,South
3318,شديدة 0000,شديدة ,Highly
3319,قتلته 0000,قتلته ,I kill him
3320,التحرك 0000,التحرك ,Move
3321,أظنني 0000,أظنني ,I think
3322,مشروب 0000,مشروب ,Drink
3323,غيرت 0000,غيرت ,Change
3324,يجد 0000,يجد ,Find
3325,ست 0000,ست ,six
3326,إستمع 0000,إستمع ,Listen
3327,بعنوان 0000,بعنوان ,Entitled
3328,الفرقة 0000,الفرقة ,the band
3329,يتغير 0000,يتغير ,Changing
3330,شرف 0000,شرف ,honor
3331,أوليفر 0000,أوليفر ,Oliver
3332,قتلها 0000,قتلها ,killed her
3333,الشجاعة 0000,الشجاعة ,Courage
3334,قدمت 0000,قدمت ,Submitted
3335,جندي 0000,جندي ,soldier
3336,باري 0000,باري ,Barren
3337,رفع 0000,رفع ,upload
3338,أسماء 0000,أسماء ,names
3339,البيرة 0000,البيرة ,Beer
3340,أرحل 0000,أرحل ,Get out
3341,حجم 0000,حجم ,size
3342,لورا 0000,لورا ,Lura
3343,لاحق 0000,لاحق ,Later
3344,مبنى 0000,مبنى ,Building
3345,جيش 0000,جيش ,army
3346,مسلسل 0000,مسلسل ,a series
3347,الكبرى 0000,الكبرى ,Major
3348,البطل 0000,البطل ,Hero
3349,فشلت 0000,فشلت ,Failed
3350,بالحديث 0000,بالحديث ,By talking
3351,الحساب 0000,الحساب ,the account
3352,صالح 0000,صالح ,Valid
3353,قتلوا 0000,قتلوا ,were killed
3354,الخيار 0000,الخيار ,Option
3355,ملف 0000,ملف ,a file
3356,المكسيك 0000,المكسيك ,Mexico
3357,خاصتي 0000,خاصتي ,of mine
3358,للعودة 0000,للعودة ,To return
3359,الأسنان 0000,الأسنان ,the teeth
3360,واذا 0000,واذا ,If
3361,عالي 0000,عالي ,high
3362,مسافة 0000,مسافة ,distance
3363,ن 0000,ن ,N
3364,ضخمة 0000,ضخمة ,Huge
3365,تساعدني 0000,تساعدني ,Help me
3366,اطلق 0000,اطلق ,Release
3367,رأي 0000,رأي ,Opinion
3368,الغبية 0000,الغبية ,Stupid
3369,المسافة 0000,المسافة ,distance
3370,لحد 0000,لحد ,Limit
3371,للشفقة 0000,للشفقة ,For compassion
3372,قلبه 0000,قلبه ,His heart
3373,دائرة 0000,دائرة ,Circle
3374,الدور 0000,الدور ,Role
3375,لاني 0000,لاني ,because I am
3376,المقبل 0000,المقبل ,Next
3377,مغلق 0000,مغلق ,Closed
3378,بعضها 0000,بعضها ,Some of them
3379,مخطئ 0000,مخطئ ,Wrong
3380,الملف 0000,الملف ,File
3381,كاذب 0000,كاذب ,Untruthful
3382,هرقل 0000,هرقل ,Hercules
3383,الكهرباء 0000,الكهرباء ,electricity
3384,مالم 0000,مالم ,Unless
3385,ناس 0000,ناس ,People
3386,المتعة 0000,المتعة ,joy
3387,اختيار 0000,اختيار ,Selection
3388,فيبي 0000,فيبي ,Vibi
3389,عثرت 0000,عثرت ,I found
3390,لعينة 0000,لعينة ,Sample
3391,الأحوال 0000,الأحوال ,Conditions
3392,رفض 0000,رفض ,to reject
3393,أخبرنا 0000,أخبرنا ,Tell us
3394,النيران 0000,النيران ,Fire
3395,بصورة 0000,بصورة ,In a way
3396,وهنا 0000,وهنا ,Here
3397,وها 0000,وها ,And here
3398,فصل 0000,فصل ,Season
3399,أماكن 0000,أماكن ,Places
3400,ببطء 0000,ببطء ,slowly
3401,السوء 0000,السوء ,Badness
3402,لقاء 0000,لقاء ,Meeting
3403,وعدت 0000,وعدت ,I promised
3404,الأرقام 0000,الأرقام ,Numbers
3405,الطب 0000,الطب ,Medicine
3406,إم 0000,إم ,Mother
3407,جيس 0000,جيس ,Jis
3408,يقع 0000,يقع ,Located
3409,مكاني 0000,مكاني ,my place
3410,سنعود 0000,سنعود ,We will return
3411,اصدقاء 0000,اصدقاء ,friends
3412,يعيشون 0000,يعيشون ,They live
3413,اود 0000,اود ,I would like
3414,تصنع 0000,تصنع ,Manufactured
3415,بحاجه 0000,بحاجه ,I need
3416,البيضاء 0000,البيضاء ,White
3417,النصف 0000,النصف ,Half
3418,حارس 0000,حارس ,a guard
3419,تعديل 0000,تعديل ,Modify
3420,الرياح 0000,الرياح ,Wind
3421,أفراد 0000,أفراد ,Individuals
3422,كلية 0000,كلية ,College
3423,أنام 0000,أنام ,I sleep
3424,العمدة 0000,العمدة ,Mayor
3425,الطلاق 0000,الطلاق ,Divorce
3426,البيتزا 0000,البيتزا ,the pizza
3427,يغادر 0000,يغادر ,Leaves
3428,الدين 0000,الدين ,Religion
3429,القدرة 0000,القدرة ,Ability
3430,بدونك 0000,بدونك ,Without You
3431,صباحا 0000,صباحا ,A.m
3432,طاقة 0000,طاقة ,energy
3433,الورق 0000,الورق ,Paper
3434,سهلة 0000,سهلة ,Easy
3435,ماعدا 0000,ماعدا ,except
3436,قانوني 0000,قانوني ,legal
3437,راحة 0000,راحة ,comfort
3438,سباق 0000,سباق ,a race
3439,مؤلم 0000,مؤلم ,painful
3440,سيموت 0000,سيموت ,will die
3441,خبر 0000,خبر ,news
3442,أمامنا 0000,أمامنا ,Before us
3443,طاولة 0000,طاولة ,table
3444,فارغ 0000,فارغ ,Empty
3445,شعورك 0000,شعورك ,How do you feel
3446,بتحسن 0000,بتحسن ,Improved
3447,الأفكار 0000,الأفكار ,Ideas
3448,ماريا 0000,ماريا ,Maria
3449,أحدا 0000,أحدا ,Anyone
3450,بوسعك 0000,بوسعك ,You can
3451,أيمكننا 0000,أيمكننا ,Can we
3452,سيئا 0000,سيئا ,Badly
3453,سأخرج 0000,سأخرج ,I will get out
3454,شهادة 0000,شهادة ,certificate
3455,مكانها 0000,مكانها ,Place
3456,فيديو 0000,فيديو ,video
3457,إنسان 0000,إنسان ,man
3458,كذب 0000,كذب ,to lie
3459,العلاقات 0000,العلاقات ,relations
3460,بإمكانه 0000,بإمكانه ,It can
3461,لسنوات 0000,لسنوات ,For years
3462,بأسرع 0000,بأسرع ,Faster
3463,لذيذ 0000,لذيذ ,Tasty
3464,جلسة 0000,جلسة ,session
3465,إجازة 0000,إجازة ,vacation
3466,انسى 0000,انسى ,Forget
3467,شعري 0000,شعري ,My hair
3468,سأتولى 0000,سأتولى ,I will take over
3469,عودة 0000,عودة ,back
3470,أكيد 0000,أكيد ,Of course
3471,أجعل 0000,أجعل ,Make
3472,كنتما 0000,كنتما ,You are
3473,تهرب 0000,تهرب ,evade
3474,تتغير 0000,تتغير ,Change
3475,رؤيتي 0000,رؤيتي ,My vision
3476,يأكل 0000,يأكل ,He eats
3477,الحلم 0000,الحلم ,the dream
3478,توفي 0000,توفي ,Died
3479,دوغ 0000,دوغ ,Doug
3480,باقي 0000,باقي ,Remainder
3481,الطبية 0000,الطبية ,Medical
3482,لمرة 0000,لمرة ,Once
3483,الخبز 0000,الخبز ,the bread
3484,تدمير 0000,تدمير ,destruction
3485,وأريد 0000,وأريد ,and I want
3486,مستعدون 0000,مستعدون ,Ready
3487,ساحة 0000,ساحة ,yard
3488,التقرير 0000,التقرير ,the report
3489,أشرب 0000,أشرب ,drink
3490,قطار 0000,قطار ,Train
3491,محمد 0000,محمد ,Mohammed
3492,ذهبوا 0000,ذهبوا ,They went
3493,صدقني 0000,صدقني ,Believe me
3494,أطلقت 0000,أطلقت ,Launched
3495,دعوة 0000,دعوة ,Call
3496,بصوت 0000,بصوت ,Voice
3497,مرور 0000,مرور ,passage
3498,بحالة 0000,بحالة ,In case
3499,الشأن 0000,الشأن ,Storm
3500,سررت 0000,سررت ,I was pleased
3501,الجنسية 0000,الجنسية ,Nationality
3502,زفاف 0000,زفاف ,wedding
3503,on 0000,on ,On
3504,تحبني 0000,تحبني ,You love me
3505,التركيز 0000,التركيز ,concentration
3506,الحبوب 0000,الحبوب ,Grains
3507,كأنها 0000,كأنها ,As if
3508,الجدار 0000,الجدار ,Wall
3509,معجبة 0000,معجبة ,Admiration
3510,شرب 0000,شرب ,drink
3511,أموال 0000,أموال ,funds
3512,استعداد 0000,استعداد ,ready
3513,ميشيل 0000,ميشيل ,Michelle
3514,إل 0000,إل ,The
3515,فلقد 0000,فلقد ,Possibly
3516,يسبب 0000,يسبب ,it causes
3517,للناس 0000,للناس ,For people
3518,مئات 0000,مئات ,favorable
3519,لقـد 0000,لقـد ,Possibly
3520,هادئة 0000,هادئة ,Quiet
3521,جيك 0000,جيك ,Jake
3522,يعجبك 0000,يعجبك ,You like
3523,نينا 0000,نينا ,Nina
3524,العميلة 0000,العميلة ,Client
3525,دوري 0000,دوري ,Cyclic
3526,عين 0000,عين ,eye
3527,الأوغاد 0000,الأوغاد ,Pipes
3528,إتصال 0000,إتصال ,Contact
3529,لوكاس 0000,لوكاس ,Lucas
3530,we 0000,we ,We
3531,ندخل 0000,ندخل ,We enter
3532,نظرية 0000,نظرية ,theory
3533,شهرين 0000,شهرين ,two months
3534,أفكار 0000,أفكار ,ideas
3535,أجهزة 0000,أجهزة ,Devices
3536,ننظر 0000,ننظر ,Look
3537,الأميرة 0000,الأميرة ,the princess
3538,ه 0000,ه ,e
3539,زيادة 0000,زيادة ,a plus
3540,يمتلك 0000,يمتلك ,Ownership
3541,الدعم 0000,الدعم ,the support
3542,غاري 0000,غاري ,Gay
3543,بينك 0000,بينك ,Between you
3544,أخري 0000,أخري ,Other
3545,لحظات 0000,لحظات ,Moments
3546,إسمك 0000,إسمك ,Your Name
3547,عائلته 0000,عائلته ,his family
3548,المكالمة 0000,المكالمة ,The Call
3549,أرتدي 0000,أرتدي ,wear
3550,هـذه 0000,هـذه ,These
3551,ظهري 0000,ظهري ,my back
3552,بروس 0000,بروس ,Bruce
3553,تحول 0000,تحول ,Transformation
3554,مئة 0000,مئة ,one hundred
3555,بانك 0000,بانك ,Pank
3556,ذلـك 0000,ذلـك ,That
3557,انكم 0000,انكم ,You
3558,أخبرهم 0000,أخبرهم ,Tell them
3559,إيميلي 0000,إيميلي ,Emily
3560,الحارس 0000,الحارس ,Watchman
3561,سري 0000,سري ,secret
3562,قوى 0000,قوى ,strong
3563,حمل 0000,حمل ,Pregnancy
3564,لوحده 0000,لوحده ,Alone
3565,جعلك 0000,جعلك ,Make you
3566,الشىء 0000,الشىء ,Something
3567,نفسى 0000,نفسى ,Myself
3568,لدقيقة 0000,لدقيقة ,For a minute
3569,الحياه 0000,الحياه ,life
3570,تسجيل 0000,تسجيل ,registration
3571,براد 0000,براد ,refrigerator
3572,السيء 0000,السيء ,bad
3573,ذكرت 0000,ذكرت ,mentioned
3574,يستطع 0000,يستطع ,He can
3575,بانه 0000,بانه ,It is
3576,الصيد 0000,الصيد ,the hunt
3577,كذبة 0000,كذبة ,a lie
3578,الصواب 0000,الصواب ,Righteousness
3579,لحسن 0000,لحسن ,Good
3580,تفسير 0000,تفسير ,Explanation
3581,المواد 0000,المواد ,Materials
3582,خطبك 0000,خطبك ,Your sermon
3583,الدواء 0000,الدواء ,Medicine
3584,إنهاء 0000,إنهاء ,ending
3585,بحقك 0000,بحقك ,You are right
3586,القذر 0000,القذر ,dirty
3587,وأنه 0000,وأنه ,And that
3588,وكما 0000,وكما ,And as
3589,حياتهم 0000,حياتهم ,their lives
3590,المشاعر 0000,المشاعر ,Feelings
3591,كمية 0000,كمية ,Quantity
3592,يكفى 0000,يكفى ,It is enough
3593,الأشجار 0000,الأشجار ,the trees
3594,صحيحا 0000,صحيحا ,right
3595,قتلك 0000,قتلك ,Kill you
3596,يجلس 0000,يجلس ,Sits
3597,عادل 0000,عادل ,Adel
3598,بوسعنا 0000,بوسعنا ,We can
3599,بسببك 0000,بسببك ,Because of you
3600,أريك 0000,أريك ,Arik
3601,مثالية 0000,مثالية ,Perfect
3602,الممر 0000,الممر ,the passage
3603,كيس 0000,كيس ,bag
3604,ستان 0000,ستان ,Stan
3605,العسل 0000,العسل ,Honey
3606,والأن 0000,والأن ,And now
3607,بمثل 0000,بمثل ,Likely
3608,مساعد 0000,مساعد ,assistant
3609,تعطي 0000,تعطي ,Give
3610,سبع 0000,سبع ,seven
3611,وزارة 0000,وزارة ,Ministry
3612,oh 0000,oh ,oh
3613,المجال 0000,المجال ,the field
3614,بيث 0000,بيث ,Beth
3615,اللازم 0000,اللازم ,Necessary
3616,زجاجة 0000,زجاجة ,bottle
3617,الرفاق 0000,الرفاق ,Comrades
3618,بروك 0000,بروك ,Brook
3619,تتبع 0000,تتبع ,Trace
3620,لشراء 0000,لشراء ,To buy
3621,أبقي 0000,أبقي ,Keep
3622,سائق 0000,سائق ,driver
3623,الأزرق 0000,الأزرق ,Blue
3624,الظروف 0000,الظروف ,Circumstances
3625,أنقذ 0000,أنقذ ,rescued
3626,وكأنك 0000,وكأنك ,As if you were
3627,المصعد 0000,المصعد ,the elevator
3628,لنقل 0000,لنقل ,To transfer
3629,الغريبة 0000,الغريبة ,Alien
3630,مكافحة 0000,مكافحة ,Combat
3631,نجح 0000,نجح ,Succeed
3632,ابدأ 0000,ابدأ ,Start
3633,كاميرا 0000,كاميرا ,Camera
3634,هام 0000,هام ,Important
3635,مدين 0000,مدين ,Debtor
3636,أخ 0000,أخ ,brother
3637,يومك 0000,يومك ,Your day
3638,عـن 0000,عـن ,About
3639,محتمل 0000,محتمل ,Possible
3640,عمليات 0000,عمليات ,Operations
3641,ضعف 0000,ضعف ,weakness
3642,المثال 0000,المثال ,Proverb
3643,وأين 0000,وأين ,And where
3644,نفكر 0000,نفكر ,We think
3645,يحضر 0000,يحضر ,Bring
3646,الغاز 0000,الغاز ,Gas
3647,محظوظة 0000,محظوظة ,Fortunate
3648,ظهرك 0000,ظهرك ,Your back
3649,جنرال 0000,جنرال ,Gen
3650,ولكنهم 0000,ولكنهم ,But they
3651,وكأنها 0000,وكأنها ,As if
3652,ملاحظة 0000,ملاحظة ,note
3653,تخبرنا 0000,تخبرنا ,You tell us
3654,الطبيبة 0000,الطبيبة ,Doctor
3655,تبدوا 0000,تبدوا ,They appear
3656,ي 0000,ي ,J
3657,نجم 0000,نجم ,a star
3658,الكرسي 0000,الكرسي ,the chair
3659,قتال 0000,قتال ,fighting
3660,مرحى 0000,مرحى ,Hurrah
3661,صلة 0000,صلة ,Link
3662,روبي 0000,روبي ,Tubes
3663,طريقها 0000,طريقها ,Its way
3664,ترد 0000,ترد ,Reject
3665,ذاته 0000,ذاته ,same
3666,تريدي 0000,تريدي ,Repetition
3667,الآخرون 0000,الآخرون ,the others
3668,بلدة 0000,بلدة ,town
3669,أخيك 0000,أخيك ,Your brother
3670,الجنوب 0000,الجنوب ,the South
3671,فتاه 0000,فتاه ,girl
3672,حوض 0000,حوض ,pelvis
3673,أنكما 0000,أنكما ,You are
3674,ايه 0000,ايه ,any
3675,جائزة 0000,جائزة ,prize
3676,أقبل 0000,أقبل ,Accept
3677,للحياة 0000,للحياة ,for life
3678,السياره 0000,السياره ,The Car
3679,أوليفيا 0000,أوليفيا ,Olivia
3680,والدة 0000,والدة ,mother
3681,تلقي 0000,تلقي ,Receive
3682,مغادرة 0000,مغادرة ,Departure
3683,أحياء 0000,أحياء ,alive
3684,شـيء 0000,شـيء ,Something
3685,للمدرسة 0000,للمدرسة ,for school
3686,بوث 0000,بوث ,Spin
3687,شبح 0000,شبح ,ghost
3688,أمه 0000,أمه ,his mom
3689,خلفي 0000,خلفي ,Rear
3690,فقدنا 0000,فقدنا ,We lost
3691,المدرب 0000,المدرب ,the coach
3692,تؤمن 0000,تؤمن ,believe
3693,ابى 0000,ابى ,My Father
3694,العزيز 0000,العزيز ,dear
3695,الحمل 0000,الحمل ,Load
3696,أوامر 0000,أوامر ,orders
3697,واقع 0000,واقع ,reality
3698,بمن 0000,بمن ,With
3699,تمزحين 0000,تمزحين ,You are joking
3700,أشاهد 0000,أشاهد ,I see
3701,أعطيني 0000,أعطيني ,give me
3702,أصيب 0000,أصيب ,Hide
3703,مقابلتك 0000,مقابلتك ,I met you
3704,تنظيف 0000,تنظيف ,cleaning
3705,سئمت 0000,سئمت ,Fed up
3706,المقعد 0000,المقعد ,the seat
3707,غرفتك 0000,غرفتك ,your room
3708,سالي 0000,سالي ,Sally
3709,ماغي 0000,ماغي ,Maggie
3710,تساعد 0000,تساعد ,help
3711,استطع 0000,استطع ,Can
3712,آندي 0000,آندي ,dew
3713,ك 0000,ك ,K
3714,تكتب 0000,تكتب ,Write
3715,تودين 0000,تودين ,You want
3716,ليكس 0000,ليكس ,Lex
3717,سابقا 0000,سابقا ,previously
